protein1,protein2,combined_score
ENSP00000003302,ENSP00000262415,317
ENSP00000003302,ENSP00000341549,510
ENSP00000003302,ENSP00000475814,225
ENSP00000003302,ENSP00000256497,222
ENSP00000003302,ENSP00000378917,180
ENSP00000003302,ENSP00000361616,184
ENSP00000003302,ENSP00000357879,235
ENSP00000003302,ENSP00000312107,197
ENSP00000003302,ENSP00000290541,156
ENSP00000003302,ENSP00000384869,275
ENSP00000003302,ENSP00000265351,246
ENSP00000003302,ENSP00000358854,175
ENSP00000003302,ENSP00000359130,153
ENSP00000003302,ENSP00000385450,172
ENSP00000003302,ENSP00000480499,481
ENSP00000003302,ENSP00000369996,349
ENSP00000003302,ENSP00000256079,210
ENSP00000003302,ENSP00000367407,150
ENSP00000003302,ENSP00000431800,238
ENSP00000003302,ENSP00000424737,188
ENSP00000003302,ENSP00000398837,156
ENSP00000003302,ENSP00000318094,150
ENSP00000003302,ENSP00000465676,210
ENSP00000003302,ENSP00000238738,181
ENSP00000003302,ENSP00000356015,196
ENSP00000003302,ENSP00000378830,302
ENSP00000003302,ENSP00000325677,157
ENSP00000003302,ENSP00000350512,540
ENSP00000003302,ENSP00000359000,154
ENSP00000003302,ENSP00000363394,153
ENSP00000003302,ENSP00000216797,178
ENSP00000003302,ENSP00000314649,206
ENSP00000003302,ENSP00000274140,156
ENSP00000003302,ENSP00000295888,215
ENSP00000003302,ENSP00000423550,231
ENSP00000003302,ENSP00000378402,319
ENSP00000003302,ENSP00000347548,219
ENSP00000003302,ENSP00000376306,446
ENSP00000003302,ENSP00000291823,211
ENSP00000003302,ENSP00000218089,165
ENSP00000003302,ENSP00000434676,538
ENSP00000003302,ENSP00000370196,179
ENSP00000003302,ENSP00000369681,323
ENSP00000003302,ENSP00000258654,230
ENSP00000003302,ENSP00000376077,198
ENSP00000003302,ENSP00000362824,159
ENSP00000003302,ENSP00000355968,280
ENSP00000003302,ENSP00000343535,513
ENSP00000003302,ENSP00000380432,161
ENSP00000003302,ENSP00000285039,176
ENSP00000003302,ENSP00000354720,157
ENSP00000003302,ENSP00000370719,204
ENSP00000003302,ENSP00000264010,164
ENSP00000003302,ENSP00000392395,195
ENSP00000003302,ENSP00000377914,217
ENSP00000003302,ENSP00000284154,230
ENSP00000003302,ENSP00000363668,163
ENSP00000003302,ENSP00000313953,186
ENSP00000003302,ENSP00000317636,158
ENSP00000003302,ENSP00000282007,210
ENSP00000003302,ENSP00000301764,190
ENSP00000003302,ENSP00000245934,155
ENSP00000003302,ENSP00000357125,297
ENSP00000003302,ENSP00000233535,153
ENSP00000003302,ENSP00000331201,274
ENSP00000003302,ENSP00000356243,195
ENSP00000003302,ENSP00000351132,175
ENSP00000003302,ENSP00000421076,221
ENSP00000003302,ENSP00000257548,542
ENSP00000003302,ENSP00000377344,307
ENSP00000003302,ENSP00000343001,455
ENSP00000003302,ENSP00000307235,186
ENSP00000003302,ENSP00000406209,298
ENSP00000003302,ENSP00000369531,294
ENSP00000003302,ENSP00000306330,170
ENSP00000003302,ENSP00000484525,200
ENSP00000003302,ENSP00000268712,185
ENSP00000003302,ENSP00000423211,477
ENSP00000003302,ENSP00000356475,195
ENSP00000003302,ENSP00000422626,186
ENSP00000003302,ENSP00000247001,278
ENSP00000003302,ENSP00000219689,243
ENSP00000003302,ENSP00000262144,193
ENSP00000003302,ENSP00000370055,187
ENSP00000003302,ENSP00000424198,187
ENSP00000003302,ENSP00000279441,222
ENSP00000003302,ENSP00000354201,160
ENSP00000003302,ENSP00000332247,185
ENSP00000003302,ENSP00000358677,231
ENSP00000003302,ENSP00000303434,210
ENSP00000003302,ENSP00000458585,181
ENSP00000003302,ENSP00000410811,197
ENSP00000003302,ENSP00000357651,153
ENSP00000003302,ENSP00000358155,225
ENSP00000003302,ENSP00000413520,477
ENSP00000003302,ENSP00000354621,427
ENSP00000003302,ENSP00000262193,230
ENSP00000003302,ENSP00000296220,169
ENSP00000003302,ENSP00000323720,179
ENSP00000003302,ENSP00000358022,266
ENSP00000003302,ENSP00000382492,175
ENSP00000003302,ENSP00000378529,227
ENSP00000003302,ENSP00000465432,159
ENSP00000003302,ENSP00000435370,379
ENSP00000003302,ENSP00000422887,477
ENSP00000003302,ENSP00000261200,538
ENSP00000003302,ENSP00000209728,191
ENSP00000003302,ENSP00000381198,500
ENSP00000003302,ENSP00000357345,184
ENSP00000003302,ENSP00000366604,231
ENSP00000003302,ENSP00000483408,192
ENSP00000003302,ENSP00000355261,163
ENSP00000003302,ENSP00000315569,181
ENSP00000003302,ENSP00000313422,183
ENSP00000003302,ENSP00000287437,379
ENSP00000003302,ENSP00000436786,156
ENSP00000003302,ENSP00000262294,410
ENSP00000003302,ENSP00000378260,194
ENSP00000003302,ENSP00000297689,156
ENSP00000003302,ENSP00000422185,157
ENSP00000003302,ENSP00000400906,187
ENSP00000003302,ENSP00000357048,189
ENSP00000003302,ENSP00000377664,306
ENSP00000003302,ENSP00000367570,156
ENSP00000003302,ENSP00000379412,161
ENSP00000003302,ENSP00000369131,205
ENSP00000003302,ENSP00000316032,194
ENSP00000003302,ENSP00000358497,157
ENSP00000003302,ENSP00000401371,152
ENSP00000003302,ENSP00000342105,272
ENSP00000003302,ENSP00000379847,201
ENSP00000003302,ENSP00000261601,739
ENSP00000003302,ENSP00000318374,200
ENSP00000003302,ENSP00000316578,160
ENSP00000003302,ENSP00000419503,288
ENSP00000003302,ENSP00000300896,499
ENSP00000003302,ENSP00000413098,248
ENSP00000003302,ENSP00000356379,175
ENSP00000003302,ENSP00000366396,244
ENSP00000003302,ENSP00000333657,185
ENSP00000003302,ENSP00000406463,183
ENSP00000003302,ENSP00000265069,238
ENSP00000003302,ENSP00000222402,239
ENSP00000003302,ENSP00000484288,177
ENSP00000003302,ENSP00000369774,171
ENSP00000003302,ENSP00000378624,180
ENSP00000003302,ENSP00000464087,205
ENSP00000003302,ENSP00000268035,179
ENSP00000003302,ENSP00000270112,274
ENSP00000003302,ENSP00000474988,172
ENSP00000003302,ENSP00000360613,340
ENSP00000003302,ENSP00000462116,256
ENSP00000003302,ENSP00000321927,415
ENSP00000003302,ENSP00000323687,196
ENSP00000003302,ENSP00000360436,287
ENSP00000003302,ENSP00000363804,157
ENSP00000003302,ENSP00000345774,362
ENSP00000003302,ENSP00000249923,187
ENSP00000003302,ENSP00000311135,173
ENSP00000003302,ENSP00000298875,166
ENSP00000003302,ENSP00000384863,268
ENSP00000003302,ENSP00000306983,236
ENSP00000003302,ENSP00000343701,214
ENSP00000003302,ENSP00000404503,482
ENSP00000003302,ENSP00000442307,217
ENSP00000003302,ENSP00000357552,152
ENSP00000003302,ENSP00000362372,155
ENSP00000003302,ENSP00000262067,359
ENSP00000003302,ENSP00000303570,248
ENSP00000003302,ENSP00000328923,200
ENSP00000003302,ENSP00000262510,153
ENSP00000003302,ENSP00000373979,159
ENSP00000003302,ENSP00000483825,159
ENSP00000003302,ENSP00000270223,246
ENSP00000003302,ENSP00000362260,150
ENSP00000003302,ENSP00000311977,193
ENSP00000003302,ENSP00000320815,166
ENSP00000003302,ENSP00000301962,440
ENSP00000003302,ENSP00000262719,242
ENSP00000003302,ENSP00000247843,226
ENSP00000003302,ENSP00000386458,255
ENSP00000003302,ENSP00000355013,189
ENSP00000003302,ENSP00000437550,203
ENSP00000003302,ENSP00000372035,258
ENSP00000003302,ENSP00000397453,158
ENSP00000003302,ENSP00000356448,188
ENSP00000003302,ENSP00000478121,216
ENSP00000003302,ENSP00000235329,340
ENSP00000003302,ENSP00000322706,302
ENSP00000003302,ENSP00000362687,185
ENSP00000003302,ENSP00000350032,280
ENSP00000003302,ENSP00000349748,196
ENSP00000003302,ENSP00000391311,174
ENSP00000003302,ENSP00000381293,181
ENSP00000003302,ENSP00000377633,495
ENSP00000003302,ENSP00000360532,256
ENSP00000003302,ENSP00000363135,211
ENSP00000003302,ENSP00000439768,216
ENSP00000003302,ENSP00000320794,205
ENSP00000003302,ENSP00000345282,201
ENSP00000003302,ENSP00000222584,196
ENSP00000003302,ENSP00000271555,206
ENSP00000003302,ENSP00000340874,259
ENSP00000003302,ENSP00000276603,165
ENSP00000003302,ENSP00000431876,160
ENSP00000003302,ENSP00000366819,689
ENSP00000003302,ENSP00000363616,222
ENSP00000003302,ENSP00000441543,878
ENSP00000003302,ENSP00000439479,232
ENSP00000003302,ENSP00000359149,259
ENSP00000003302,ENSP00000310686,348
ENSP00000003302,ENSP00000393313,153
ENSP00000003302,ENSP00000454207,255
ENSP00000003302,ENSP00000325326,153
ENSP00000003302,ENSP00000249636,229
ENSP00000003302,ENSP00000229281,183
ENSP00000003302,ENSP00000358590,234
ENSP00000003302,ENSP00000281456,211
ENSP00000003302,ENSP00000312981,517
ENSP00000003302,ENSP00000360020,187
ENSP00000003302,ENSP00000303584,396
ENSP00000003302,ENSP00000265960,157
ENSP00000003302,ENSP00000383105,275
ENSP00000003302,ENSP00000263904,223
ENSP00000003302,ENSP00000411099,167
ENSP00000003302,ENSP00000444357,658
ENSP00000003302,ENSP00000377250,169
ENSP00000003302,ENSP00000469863,347
ENSP00000003302,ENSP00000237612,167
ENSP00000003302,ENSP00000320563,232
ENSP00000003302,ENSP00000467423,168
ENSP00000003302,ENSP00000373696,656
ENSP00000003302,ENSP00000369042,206
ENSP00000003302,ENSP00000347834,432
ENSP00000003302,ENSP00000267291,326
ENSP00000003302,ENSP00000363390,413
ENSP00000003302,ENSP00000361540,330
ENSP00000003302,ENSP00000260184,224
ENSP00000003302,ENSP00000278616,382
ENSP00000003302,ENSP00000338844,294
ENSP00000003302,ENSP00000261167,156
ENSP00000003302,ENSP00000234296,221
ENSP00000003302,ENSP00000352438,266
ENSP00000003302,ENSP00000259457,151
ENSP00000003302,ENSP00000397843,210
ENSP00000003302,ENSP00000485133,201
ENSP00000003302,ENSP00000359988,274
ENSP00000003302,ENSP00000478396,234
ENSP00000003302,ENSP00000303427,178
ENSP00000003302,ENSP00000269349,153
ENSP00000003302,ENSP00000325863,169
ENSP00000003302,ENSP00000251849,218
ENSP00000003302,ENSP00000288466,213
ENSP00000003302,ENSP00000242776,191
ENSP00000003302,ENSP00000354669,224
ENSP00000003302,ENSP00000260116,202
ENSP00000003302,ENSP00000334538,229
ENSP00000003302,ENSP00000274026,233
ENSP00000003302,ENSP00000362638,209
ENSP00000003302,ENSP00000370803,166
ENSP00000003302,ENSP00000358414,284
ENSP00000003302,ENSP00000013807,156
ENSP00000003302,ENSP00000419465,256
ENSP00000003302,ENSP00000368165,242
ENSP00000003302,ENSP00000386759,185
ENSP00000003302,ENSP00000286835,201
ENSP00000003302,ENSP00000384211,230
ENSP00000003302,ENSP00000243706,245
ENSP00000003302,ENSP00000260983,260
ENSP00000003302,ENSP00000413625,202
ENSP00000003302,ENSP00000299824,165
ENSP00000003302,ENSP00000361423,176
ENSP00000003302,ENSP00000260302,358
ENSP00000003302,ENSP00000305230,264
ENSP00000003302,ENSP00000383199,430
ENSP00000003302,ENSP00000262815,317
ENSP00000003302,ENSP00000475025,224
ENSP00000003302,ENSP00000305494,229
ENSP00000003302,ENSP00000275034,155
ENSP00000003302,ENSP00000285420,604
ENSP00000003302,ENSP00000321971,175
ENSP00000003302,ENSP00000342924,169
ENSP00000003302,ENSP00000216832,173
ENSP00000003302,ENSP00000416951,181
ENSP00000003302,ENSP00000264346,172
ENSP00000003302,ENSP00000320898,548
ENSP00000003302,ENSP00000253048,525
ENSP00000003302,ENSP00000450832,154
ENSP00000003302,ENSP00000380514,195
ENSP00000003302,ENSP00000430823,173
ENSP00000003302,ENSP00000196489,271
ENSP00000003302,ENSP00000359292,183
ENSP00000003302,ENSP00000290231,168
ENSP00000003302,ENSP00000252015,170
ENSP00000003302,ENSP00000217173,264
ENSP00000003302,ENSP00000311816,226
ENSP00000003302,ENSP00000262887,169
ENSP00000003302,ENSP00000328720,226
ENSP00000003302,ENSP00000169298,158
ENSP00000003302,ENSP00000349508,202
ENSP00000003302,ENSP00000339245,211
ENSP00000003302,ENSP00000371200,199
ENSP00000003302,ENSP00000338157,168
ENSP00000003302,ENSP00000166345,188
ENSP00000003302,ENSP00000358262,155
ENSP00000003302,ENSP00000258399,638
ENSP00000003302,ENSP00000444850,442
ENSP00000003302,ENSP00000352400,224
ENSP00000003302,ENSP00000337797,187
ENSP00000003302,ENSP00000356047,228
ENSP00000003302,ENSP00000303754,289
ENSP00000003302,ENSP00000362547,209
ENSP00000003302,ENSP00000282272,312
ENSP00000003302,ENSP00000358081,286
ENSP00000003302,ENSP00000356076,269
ENSP00000003302,ENSP00000444743,153
ENSP00000003302,ENSP00000388648,362
ENSP00000003302,ENSP00000482119,180
ENSP00000003302,ENSP00000216181,150
ENSP00000003302,ENSP00000258774,163
ENSP00000003302,ENSP00000330188,173
ENSP00000003302,ENSP00000262971,224
ENSP00000003302,ENSP00000364403,319
ENSP00000003302,ENSP00000483453,230
ENSP00000003302,ENSP00000398824,159
ENSP00000003302,ENSP00000371475,919
ENSP00000003302,ENSP00000468956,463
ENSP00000003302,ENSP00000351777,408
ENSP00000003302,ENSP00000385684,180
ENSP00000003302,ENSP00000333024,179
ENSP00000003302,ENSP00000441858,232
ENSP00000003302,ENSP00000382177,176
ENSP00000003302,ENSP00000471299,172
ENSP00000003302,ENSP00000378350,275
ENSP00000003302,ENSP00000402608,182
ENSP00000003302,ENSP00000232165,297
ENSP00000003302,ENSP00000360526,153
ENSP00000003302,ENSP00000365588,581
ENSP00000003302,ENSP00000381577,152
ENSP00000003302,ENSP00000376457,274
ENSP00000003302,ENSP00000385751,314
ENSP00000003302,ENSP00000263773,195
ENSP00000003302,ENSP00000348455,193
ENSP00000003302,ENSP00000262643,168
ENSP00000003302,ENSP00000356705,185
ENSP00000003302,ENSP00000252242,175
ENSP00000003302,ENSP00000333300,295
ENSP00000003302,ENSP00000444596,194
ENSP00000003302,ENSP00000441214,698
ENSP00000003302,ENSP00000265986,162
ENSP00000003302,ENSP00000457411,602
ENSP00000003302,ENSP00000462521,199
ENSP00000003302,ENSP00000288207,159
ENSP00000003302,ENSP00000261658,272
ENSP00000003302,ENSP00000333568,640
ENSP00000003302,ENSP00000274255,344
ENSP00000003302,ENSP00000266304,156
ENSP00000003302,ENSP00000338413,382
ENSP00000003302,ENSP00000324403,174
ENSP00000003302,ENSP00000320949,270
ENSP00000003302,ENSP00000406084,337
ENSP00000003302,ENSP00000370625,206
ENSP00000003302,ENSP00000264705,203
ENSP00000003302,ENSP00000222250,199
ENSP00000003302,ENSP00000332454,180
ENSP00000003302,ENSP00000297540,284
ENSP00000003302,ENSP00000441755,269
ENSP00000003302,ENSP00000370208,234
ENSP00000003302,ENSP00000264414,440
ENSP00000003302,ENSP00000382104,236
ENSP00000003302,ENSP00000314029,173
ENSP00000003302,ENSP00000447091,210
ENSP00000003302,ENSP00000258648,312
ENSP00000003302,ENSP00000388107,723
ENSP00000003302,ENSP00000271715,229
ENSP00000003302,ENSP00000311344,189
ENSP00000003302,ENSP00000347883,256
ENSP00000003302,ENSP00000386788,298
ENSP00000003302,ENSP00000355689,177
ENSP00000003302,ENSP00000294383,317
ENSP00000003302,ENSP00000356530,180
ENSP00000003302,ENSP00000291386,187
ENSP00000003302,ENSP00000383042,748
ENSP00000003302,ENSP00000295958,313
ENSP00000003302,ENSP00000283351,173
ENSP00000003302,ENSP00000316948,184
ENSP00000003302,ENSP00000262891,159
ENSP00000003302,ENSP00000398131,176
ENSP00000003302,ENSP00000323421,260
ENSP00000003302,ENSP00000379346,285
ENSP00000003302,ENSP00000346634,185
ENSP00000003302,ENSP00000251871,256
ENSP00000003302,ENSP00000387334,155
ENSP00000003302,ENSP00000479618,978
ENSP00000003302,ENSP00000368813,503
ENSP00000003302,ENSP00000334474,208
ENSP00000003302,ENSP00000359804,320
ENSP00000003302,ENSP00000262903,299
ENSP00000003302,ENSP00000428679,174
ENSP00000003302,ENSP00000239938,158
ENSP00000003302,ENSP00000262320,161
ENSP00000003302,ENSP00000308515,176
ENSP00000003302,ENSP00000310842,205
ENSP00000003302,ENSP00000340596,181
ENSP00000003302,ENSP00000334115,311
ENSP00000003302,ENSP00000419199,227
ENSP00000003302,ENSP00000362649,234
ENSP00000003302,ENSP00000229268,693
ENSP00000003302,ENSP00000369431,198
ENSP00000003302,ENSP00000320543,298
ENSP00000003302,ENSP00000383044,236
ENSP00000003302,ENSP00000366249,520
ENSP00000003302,ENSP00000295321,245
ENSP00000003302,ENSP00000383402,166
ENSP00000003302,ENSP00000482632,172
ENSP00000003302,ENSP00000309198,323
ENSP00000003302,ENSP00000458770,281
ENSP00000003302,ENSP00000351137,256
ENSP00000003302,ENSP00000464265,375
ENSP00000003302,ENSP00000421326,154
ENSP00000003302,ENSP00000156084,436
ENSP00000003302,ENSP00000323913,527
ENSP00000003302,ENSP00000356981,686
ENSP00000003302,ENSP00000480262,208
ENSP00000003302,ENSP00000361263,187
ENSP00000003302,ENSP00000301067,222
ENSP00000003302,ENSP00000369274,211
ENSP00000003302,ENSP00000288071,189
ENSP00000003302,ENSP00000316891,179
ENSP00000003302,ENSP00000346729,259
ENSP00000003302,ENSP00000287598,181
ENSP00000003302,ENSP00000365210,159
ENSP00000003302,ENSP00000321388,205
ENSP00000003302,ENSP00000352601,227
ENSP00000003302,ENSP00000382379,153
ENSP00000003302,ENSP00000375586,670
ENSP00000003302,ENSP00000359645,158
ENSP00000003302,ENSP00000215793,202
ENSP00000003302,ENSP00000479861,174
ENSP00000003302,ENSP00000303511,317
ENSP00000003302,ENSP00000254181,552
ENSP00000003302,ENSP00000229758,285
ENSP00000003302,ENSP00000266087,269
ENSP00000003302,ENSP00000264951,232
ENSP00000003302,ENSP00000348596,190
ENSP00000003302,ENSP00000171887,154
ENSP00000003302,ENSP00000380033,151
ENSP00000003302,ENSP00000261867,153
ENSP00000003302,ENSP00000446271,175
ENSP00000003302,ENSP00000484105,180
ENSP00000003302,ENSP00000351416,175
ENSP00000003302,ENSP00000352738,326
ENSP00000003302,ENSP00000356828,173
ENSP00000003302,ENSP00000429084,348
ENSP00000003302,ENSP00000264552,241
ENSP00000003302,ENSP00000311505,175
ENSP00000003302,ENSP00000301740,192
ENSP00000003302,ENSP00000261427,426
ENSP00000003302,ENSP00000231790,158
ENSP00000003302,ENSP00000299882,372
ENSP00000003302,ENSP00000360475,199
ENSP00000003302,ENSP00000268989,402
ENSP00000003302,ENSP00000238788,165
ENSP00000003302,ENSP00000441158,278
ENSP00000003302,ENSP00000281701,189
ENSP00000003302,ENSP00000330694,198
ENSP00000003302,ENSP00000323074,161
ENSP00000003302,ENSP00000248633,309
ENSP00000003302,ENSP00000323099,151
ENSP00000003302,ENSP00000420617,348
ENSP00000003302,ENSP00000361162,315
ENSP00000003302,ENSP00000468424,160
ENSP00000003302,ENSP00000324511,174
ENSP00000003302,ENSP00000380178,182
ENSP00000003302,ENSP00000374280,385
ENSP00000003302,ENSP00000360266,274
ENSP00000003302,ENSP00000381932,360
ENSP00000003302,ENSP00000216039,417
ENSP00000003302,ENSP00000382863,186
ENSP00000003302,ENSP00000360994,290
ENSP00000003302,ENSP00000469413,158
ENSP00000003302,ENSP00000278412,190
ENSP00000003302,ENSP00000228284,153
ENSP00000003302,ENSP00000226067,156
ENSP00000003302,ENSP00000311857,161
ENSP00000003302,ENSP00000402084,275
ENSP00000003302,ENSP00000265138,199
ENSP00000003302,ENSP00000318480,237
ENSP00000003302,ENSP00000371805,326
ENSP00000003302,ENSP00000415151,181
ENSP00000003302,ENSP00000237530,199
ENSP00000003302,ENSP00000483254,198
ENSP00000003302,ENSP00000225792,181
ENSP00000003302,ENSP00000447731,182
ENSP00000003302,ENSP00000377797,265
ENSP00000003302,ENSP00000339017,192
ENSP00000003302,ENSP00000362110,187
ENSP00000003302,ENSP00000387170,188
ENSP00000003302,ENSP00000362555,191
ENSP00000003302,ENSP00000260197,205
ENSP00000003302,ENSP00000308122,171
ENSP00000003302,ENSP00000373420,228
ENSP00000003302,ENSP00000380820,275
ENSP00000003302,ENSP00000321475,509
ENSP00000003302,ENSP00000280612,151
ENSP00000003302,ENSP00000243563,189
ENSP00000003302,ENSP00000296702,152
ENSP00000003302,ENSP00000282296,174
ENSP00000003302,ENSP00000256442,273
ENSP00000003302,ENSP00000265709,170
ENSP00000003302,ENSP00000422097,477
ENSP00000003302,ENSP00000366036,177
ENSP00000003302,ENSP00000347978,269
ENSP00000003302,ENSP00000362978,271
ENSP00000003302,ENSP00000316512,174
ENSP00000003302,ENSP00000269209,190
ENSP00000003302,ENSP00000224140,190
ENSP00000003302,ENSP00000381992,185
ENSP00000003302,ENSP00000347244,274
ENSP00000003302,ENSP00000381266,499
ENSP00000003302,ENSP00000446093,167
ENSP00000003302,ENSP00000418259,168
ENSP00000003302,ENSP00000295113,238
ENSP00000003302,ENSP00000361245,242
ENSP00000003302,ENSP00000296098,269
ENSP00000003302,ENSP00000422969,477
ENSP00000003302,ENSP00000308944,220
ENSP00000003302,ENSP00000339109,212
ENSP00000003302,ENSP00000382423,205
ENSP00000003302,ENSP00000434024,244
ENSP00000003302,ENSP00000345195,310
ENSP00000003302,ENSP00000349722,276
ENSP00000003302,ENSP00000363228,270
ENSP00000003302,ENSP00000262525,172
ENSP00000003302,ENSP00000304604,172
ENSP00000003302,ENSP00000260818,318
ENSP00000003302,ENSP00000443988,233
ENSP00000003302,ENSP00000373772,280
ENSP00000003302,ENSP00000359222,219
ENSP00000003302,ENSP00000258281,175
ENSP00000003302,ENSP00000433146,352
ENSP00000003302,ENSP00000477760,231
ENSP00000003302,ENSP00000277895,159
ENSP00000003302,ENSP00000265026,187
ENSP00000003302,ENSP00000366746,318
ENSP00000003302,ENSP00000365678,379
ENSP00000003302,ENSP00000247970,258
ENSP00000003302,ENSP00000359300,201
ENSP00000003302,ENSP00000307208,199
ENSP00000003302,ENSP00000317891,153
ENSP00000003302,ENSP00000360065,175
